2.7308	4.9638	1
4.6499	5.2399	1
4.7358	5.2546	1
6.1792	4.3325	1
0.64777	6.4099	1
6.806	3.6846	1
6.782	4.5287	1
3.4279	6.3528	1
1.3472	5.8095	1
4.7359	5.8988	1
4.6158	5.6123	1
2.8752	6.3062	1
2.3737	6.419	1
1.4087	6.3133	1
1.734	6.6157	1
4.6285	4.5776	1
3.8793	5.0602	1
8.7602	3.4135	1
-0.32894	7.0239	1
4.9276	5.3901	1
5.529	3.8698	1
6.167	4.712	1
2.4769	6.8148	1
0.30953	6.0783	1
6.2429	4.2198	1
8.5792	3.7605	1
3.442	5.7596	1
5.1254	5.7383	1
0.49319	6.8659	1
4.6729	5.3704	1
8.1846	3.6605	1
1.6371	6.9232	1
6.7922	4.6668	1
8.4103	3.0031	1
7.0491	4.3947	1
2.684	5.7054	1
5.3086	5.029	1
4.4218	5.6979	1
6.6511	3.6992	1
2.0436	6.3848	1
7.2705	4.0474	1
9.405	2.6471	1
7.5595	3.4937	1
6.5959	4.0381	1
7.6708	3.5481	1
4.9431	4.9121	1
6.8133	4.0073	1
2.7194	5.806	1
7.8334	3.7202	1
3.8193	5.3444	1
0.37914	7.3571	1
1.4707	6.124	1
1.8354	6.1979	1
6.5041	4.9576	1
4.2741	5.2856	1
8.9736	3.9276	1
7.0925	4.3401	1
6.3611	4.457	1
7.9629	3.1547	1
8.6836	3.8807	1
6.7471	4.5596	1
4.6211	5.4519	1
4.0587	4.8589	1
5.2936	4.2694	1
6.5707	4.3027	1
7.8484	3.0481	1
1.8254	6.4285	1
6.7852	4.7777	1
5.8818	4.7853	1
3.7992	5.2699	1
3.3383	5.6977	1
6.386	4.7321	1
6.7072	3.8234	1
4.8009	5.3155	1
2.2205	6.6342	1
7.1144	4.4241	1
4.2656	5.6346	1
5.8364	4.9903	1
5.5381	5.1699	1
2.337	6.0983	1
6.3856	3.6929	1
5.9435	4.7274	1
5.0561	5.1141	1
9.837	3.5575	1
0.07623	6.8499	1
5.4793	4.4864	1
4.0025	5.5508	1
4.122	5.068	1
2.7747	5.3032	1
4.4791	4.9878	1
3.1526	5.8502	1
3.7922	6.3944	1
2.5306	5.9021	1
4.2877	5.0857	1
3.7826	4.7613	1
3.7046	5.4106	1
3.7103	5.4726	1
4.1722	5.949	1
4.2002	5.4997	1
5.7728	4.2168	1
2.7742	5.3533	1
5.8553	4.5578	1
6.5441	4.2606	1
2.0685	5.7614	1
5.8239	4.704	1
9.711	2.9963	1
5.3579	4.9877	1
3.7183	5.5565	1
5.2391	5.7322	1
8.8004	3.6932	1
5.2502	5.07	1
5.417	4.7047	1
4.1646	5.6708	1
4.1946	5.6569	1
6.0842	4.5892	1
4.7708	4.9446	1
4.492	4.7404	1
5.0347	5.1081	1
4.5361	5.0663	1
5.48	4.5076	1
4.6817	5.1357	1
4.7089	5.0075	1
7.4441	3.6454	1
7.6222	4.6479	1
4.8007	5.3035	1
5.1351	5.2135	1
4.6921	5.3825	1
7.7607	3.5551	1
4.4268	4.7577	1
4.9009	5.8384	1
5.2268	5.1124	1
5.0979	5.2093	1
9.7598	2.9602	1
3.5885	5.4112	1
4.0326	5.2727	1
7.9136	4.1818	1
5.1087	5.5702	1
5.1772	4.7911	1
1.2409	5.8023	1
4.7968	5.8401	1
4.877	4.5045	1
7.0287	3.4994	1
2.0866	6.1175	1
6.0383	4.5791	1
7.475	4.3295	1
52.441	1.2496	1
48.734	2.7473	1
47.061	3.1187	1
49.93	2.6604	1
48.926	2.2923	1
51.445	1.9836	1
48.746	1.9055	1
47.559	2.7349	1
53.128	0.45482	1
47.088	3.3481	1
